subject_id,photo_id,image_path,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
6PfWDvaRgenkGUAas--RGWXyvQD0NGOwdXSFozOjOx4,16a00d11c51b7e74435b3eb0a99ef57f,train/mask/16a00d11c51b7e74435b3eb0a99ef57f.png,25.76,52.26,35.91,40.69,107.28,29.51,179.25,107.76,81.57,39.59,68.22,57.82,93.7,17.79
6PfWDvaRgenkGUAas--RGWXyvQD0NGOwdXSFozOjOx4,3f5f9e10e4d613bc1d4a6ea99ce31895,train/mask/3f5f9e10e4d613bc1d4a6ea99ce31895.png,25.76,52.26,35.91,40.69,107.28,29.51,179.25,107.76,81.57,39.59,68.22,57.82,93.7,17.79
6QU-NVlHGSepb2kUjmq2HQ0_ufqINLTaw2HEMtKHNyQ,c669ec267d639fae736f07b1d9669279,train/mask/c669ec267d639fae736f07b1d9669279.png,24.5,49.68,30.12,37.36,99.63,27.97,173.28,100.76,79.04,37.45,66.02,54.11,87.93,17.2
6QUZA0v5ZRqi_OjovOS4Qi0KJvsOSqlt1I1U6Dy4gAM,5b9a7b5fd5f1a19182e6230338d906bb,train/mask/5b9a7b5fd5f1a19182e6230338d906bb.png,25.21,48.76,31.25,38.3,108.78,28.51,175.95,109.21,76.21,39.22,70.35,54.75,99.04,17.85
6QUZA0v5ZRqi_OjovOS4Qi0KJvsOSqlt1I1U6Dy4gAM,1c45c070698c8d2675750bb1be3eebad,train/mask/1c45c070698c8d2675750bb1be3eebad.png,25.21,48.76,31.25,38.3,108.78,28.51,175.95,109.21,76.21,39.22,70.35,54.75,99.04,17.85
6RjLFy9w6Mx-AjP8ql4pPU0mBe-PVc1jl3oWnW_CNUk,0eca47118bb162170793b7d3a173c501,train/mask/0eca47118bb162170793b7d3a173c501.png,23.7,50.09,29.84,39.51,98.68,26.23,178.92,97.39,80.2,36.39,68.85,53.55,90.63,16.55
6RjLFy9w6Mx-AjP8ql4pPU0mBe-PVc1jl3oWnW_CNUk,bb7fc2e80b031d3523b73635c7b1bdb7,train/mask/bb7fc2e80b031d3523b73635c7b1bdb7.png,23.7,50.09,29.84,39.51,98.68,26.23,178.92,97.39,80.2,36.39,68.85,53.55,90.63,16.55
6U7cdxwjQPZ8HMX3IQ66wLplGicALdww5a9S3WBNtpA,c1dddcd90131472ec1707b6821c97b7c,train/mask/c1dddcd90131472ec1707b6821c97b7c.png,24.08,50.52,27.25,36.91,91.77,24.75,168.69,96.49,78.95,33.7,59.59,49.35,80.42,15.92
6VI1vtQ3Izv-Ccfa_SZqTvPvCeS1K1PMnpYKrKKL370,0bed0dfee690d94d94172675a1387321,train/mask/0bed0dfee690d94d94172675a1387321.png,26.54,55.54,31.28,41.14,99.57,25.93,188.34,103.71,89.92,38.29,70.77,56.6,90.49,16.89
6XXC8kAL9hpfWmFp9iu2TtzspgLOeQBVEwfEPIRVs0A,89a035d2bbcb20c396b8abbdcb7590a6,train/mask/89a035d2bbcb20c396b8abbdcb7590a6.png,24.69,49.36,31.48,36.0,103.81,29.89,171.43,99.95,77.28,37.57,65.83,52.74,90.17,18.17
6XXC8kAL9hpfWmFp9iu2TtzspgLOeQBVEwfEPIRVs0A,900e5bf48e46a1bd3af11a87cbee8544,train/mask/900e5bf48e46a1bd3af11a87cbee8544.png,24.69,49.36,31.48,36.0,103.81,29.89,171.43,99.95,77.28,37.57,65.83,52.74,90.17,18.17
6ZI3FkX6g5n9L6AN74E8i6F6OjvYjwsnkgqoN8T9UH0,166ea67f2e14a72e86c892e995816feb,train/mask/166ea67f2e14a72e86c892e995816feb.png,24.55,51.45,28.63,40.09,100.48,25.0,181.7,99.15,80.83,37.72,71.12,53.25,88.62,16.19
6ZI3FkX6g5n9L6AN74E8i6F6OjvYjwsnkgqoN8T9UH0,e49907643650f5f4b4c7ff44ad53c0df,train/mask/e49907643650f5f4b4c7ff44ad53c0df.png,24.55,51.45,28.63,40.09,100.48,25.0,181.7,99.15,80.83,37.72,71.12,53.25,88.62,16.19
6bHu3X7FI046DYPDy12BIiFXdqjFfsmnCR29PdM8Pv8,dec124b58b3c15530f5b71c46898ceee,train/mask/dec124b58b3c15530f5b71c46898ceee.png,26.0,48.33,31.83,41.22,112.43,27.58,171.25,106.28,77.31,38.18,67.21,52.59,103.04,17.63
6bHu3X7FI046DYPDy12BIiFXdqjFfsmnCR29PdM8Pv8,67c4f39e031af1953cd3607699e72c06,train/mask/67c4f39e031af1953cd3607699e72c06.png,26.0,48.33,31.83,41.22,112.43,27.58,171.25,106.28,77.31,38.18,67.21,52.59,103.04,17.63
6bHu3X7FI046DYPDy12BIiFXdqjFfsmnCR29PdM8Pv8,8487a5fdcdb16aad448165a7881236d7,train/mask/8487a5fdcdb16aad448165a7881236d7.png,26.0,48.33,31.83,41.22,112.43,27.58,171.25,106.28,77.31,38.18,67.21,52.59,103.04,17.63
6br0Uv77d13mO-1TaZ1tZfaabJ_I6d4wwTBKdXTJ5sA,173c341b322888d28f12e1b41224336a,train/mask/173c341b322888d28f12e1b41224336a.png,22.68,47.91,25.96,37.21,84.75,23.74,165.55,93.93,74.14,33.05,61.28,51.45,70.13,14.61
6br0Uv77d13mO-1TaZ1tZfaabJ_I6d4wwTBKdXTJ5sA,dd88cf5d28c9566445da02c49415c120,train/mask/dd88cf5d28c9566445da02c49415c120.png,22.68,47.91,25.96,37.21,84.75,23.74,165.55,93.93,74.14,33.05,61.28,51.45,70.13,14.61
6br0Uv77d13mO-1TaZ1tZfaabJ_I6d4wwTBKdXTJ5sA,6093288b8be785d5c123a1d634d62669,train/mask/6093288b8be785d5c123a1d634d62669.png,22.68,47.91,25.96,37.21,84.75,23.74,165.55,93.93,74.14,33.05,61.28,51.45,70.13,14.61
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,01bdf71817337f95176d224eff873782,train/mask/01bdf71817337f95176d224eff873782.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,3b8285f719873c8c1266a87708f11e09,train/mask/3b8285f719873c8c1266a87708f11e09.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,0508ce41ce91957a114985abe4c4ca34,train/mask/0508ce41ce91957a114985abe4c4ca34.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,46ee99ffde1a8b58d6b079b94a21d916,train/mask/46ee99ffde1a8b58d6b079b94a21d916.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,fe589ad2d1fdfe539eead3530f230c92,train/mask/fe589ad2d1fdfe539eead3530f230c92.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,c0472e156e50b5aaaa73c044fd4901b4,train/mask/c0472e156e50b5aaaa73c044fd4901b4.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,4e93421556f5cf1257bec51e715cbe96,train/mask/4e93421556f5cf1257bec51e715cbe96.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,5cf17a6f5e16eeee2fde4a4cf5312d01,train/mask/5cf17a6f5e16eeee2fde4a4cf5312d01.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,2baa3588d6e0080d9d4dd8a5777e1df5,train/mask/2baa3588d6e0080d9d4dd8a5777e1df5.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,5329b8b2ed955963e265083652519f9e,train/mask/5329b8b2ed955963e265083652519f9e.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,b3fffee9dd8873c22481c5eaf04359a4,train/mask/b3fffee9dd8873c22481c5eaf04359a4.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,5368d4b269259b49f3b8684654eba91c,train/mask/5368d4b269259b49f3b8684654eba91c.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,f3ab4bd595310de4c4fbbc0056676668,train/mask/f3ab4bd595310de4c4fbbc0056676668.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6dgaZt1ui9mX2B_vimJ5yfk9S1jGnYvmLavPlN3bWDE,ba1fb1ab97b3513911e3888915f0c716,train/mask/ba1fb1ab97b3513911e3888915f0c716.png,23.4,49.63,27.27,34.96,96.62,25.3,171.33,95.99,80.44,35.52,62.1,48.05,79.18,15.35
6hQEpAyrUfCQudE4eKvFP1w_0VuqsO3PeA4xnmk_fhA,bf4a119b333fb801fe4b30cb965f58e6,train/mask/bf4a119b333fb801fe4b30cb965f58e6.png,25.22,49.8,28.39,36.79,94.6,26.71,170.24,93.96,77.61,35.76,61.69,51.83,76.61,16.4
6hQEpAyrUfCQudE4eKvFP1w_0VuqsO3PeA4xnmk_fhA,0cd4afb56ddea190206ad70ab7be8b89,train/mask/0cd4afb56ddea190206ad70ab7be8b89.png,25.22,49.8,28.39,36.79,94.6,26.71,170.24,93.96,77.61,35.76,61.69,51.83,76.61,16.4
6hQEpAyrUfCQudE4eKvFP1w_0VuqsO3PeA4xnmk_fhA,7a8cb42e998299094c7b4b88b1b52f89,train/mask/7a8cb42e998299094c7b4b88b1b52f89.png,25.22,49.8,28.39,36.79,94.6,26.71,170.24,93.96,77.61,35.76,61.69,51.83,76.61,16.4
6hQEpAyrUfCQudE4eKvFP1w_0VuqsO3PeA4xnmk_fhA,8e01a3a7ab7276bd38d06871c7685133,train/mask/8e01a3a7ab7276bd38d06871c7685133.png,25.22,49.8,28.39,36.79,94.6,26.71,170.24,93.96,77.61,35.76,61.69,51.83,76.61,16.4
6j-1bjbi494bwHvPS-8bNxkoPOhhRy0Tqby9uXPco5Q,ea9da80228f6b514573fef5b30a7bb95,train/mask/ea9da80228f6b514573fef5b30a7bb95.png,24.36,52.02,32.49,34.17,107.8,26.38,172.27,98.85,80.25,37.1,64.38,51.36,93.56,16.78
6j-1bjbi494bwHvPS-8bNxkoPOhhRy0Tqby9uXPco5Q,2a82ac58e5845580546f2b2df8a73627,train/mask/2a82ac58e5845580546f2b2df8a73627.png,24.36,52.02,32.49,34.17,107.8,26.38,172.27,98.85,80.25,37.1,64.38,51.36,93.56,16.78
6j-1bjbi494bwHvPS-8bNxkoPOhhRy0Tqby9uXPco5Q,932a1e146e40cabdaec169345be46b92,train/mask/932a1e146e40cabdaec169345be46b92.png,24.36,52.02,32.49,34.17,107.8,26.38,172.27,98.85,80.25,37.1,64.38,51.36,93.56,16.78
6k7pRulKbBl3UUsj1Ai1CMZoddcRhpSSIkTBRp7VoZw,6a09daffc5e7875178a435040b396176,train/mask/6a09daffc5e7875178a435040b396176.png,24.37,48.52,28.96,36.91,102.12,26.52,171.21,100.73,74.85,37.2,67.88,52.93,90.31,17.25
6k7pRulKbBl3UUsj1Ai1CMZoddcRhpSSIkTBRp7VoZw,f3dbe3c180750b28b897e198b75ede5d,train/mask/f3dbe3c180750b28b897e198b75ede5d.png,24.37,48.52,28.96,36.91,102.12,26.52,171.21,100.73,74.85,37.2,67.88,52.93,90.31,17.25
6k7pRulKbBl3UUsj1Ai1CMZoddcRhpSSIkTBRp7VoZw,994e33e0f9795c891b0877037202db3d,train/mask/994e33e0f9795c891b0877037202db3d.png,24.37,48.52,28.96,36.91,102.12,26.52,171.21,100.73,74.85,37.2,67.88,52.93,90.31,17.25
6lCPFQmNmohQyzpaKgMfsiOOi0dY4S0a3r-zgaLBlXc,b4c0f640880624b0addae0381b68b855,train/mask/b4c0f640880624b0addae0381b68b855.png,23.81,48.31,28.61,39.25,94.21,24.41,167.92,98.63,79.02,33.18,60.6,53.33,82.75,15.44
6lCPFQmNmohQyzpaKgMfsiOOi0dY4S0a3r-zgaLBlXc,8637fae003ee98704604eb54e0b6332f,train/mask/8637fae003ee98704604eb54e0b6332f.png,23.81,48.31,28.61,39.25,94.21,24.41,167.92,98.63,79.02,33.18,60.6,53.33,82.75,15.44
6lCPFQmNmohQyzpaKgMfsiOOi0dY4S0a3r-zgaLBlXc,1b18537169a169ca2d84525abd82aafd,train/mask/1b18537169a169ca2d84525abd82aafd.png,23.81,48.31,28.61,39.25,94.21,24.41,167.92,98.63,79.02,33.18,60.6,53.33,82.75,15.44
6lCPFQmNmohQyzpaKgMfsiOOi0dY4S0a3r-zgaLBlXc,7b3af2a5cc8e3c78646d570da570acc4,train/mask/7b3af2a5cc8e3c78646d570da570acc4.png,23.81,48.31,28.61,39.25,94.21,24.41,167.92,98.63,79.02,33.18,60.6,53.33,82.75,15.44
6lCPFQmNmohQyzpaKgMfsiOOi0dY4S0a3r-zgaLBlXc,f510eba99f8287c644202d74bc722bbb,train/mask/f510eba99f8287c644202d74bc722bbb.png,23.81,48.31,28.61,39.25,94.21,24.41,167.92,98.63,79.02,33.18,60.6,53.33,82.75,15.44
6lJyNO52GfSVX1FnaRo8kpKV7FQZff4JOc2Ikz_e_jI,e7787c5a5cd757a50e9249e706563ffa,train/mask/e7787c5a5cd757a50e9249e706563ffa.png,26.75,53.19,30.06,37.69,96.07,27.12,189.13,102.16,83.85,36.18,72.4,54.11,80.14,17.57
6nhmektE6ad0XnCmzOglnMvhYkol8-HBL1KCEcdKSPI,3656b29b8f38e29a146ee248a45ebced,train/mask/3656b29b8f38e29a146ee248a45ebced.png,22.75,47.13,25.28,33.65,89.55,21.67,158.34,96.46,76.44,31.41,55.75,51.92,78.64,13.95
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,4e0509d96324759c81ea35b84b6a628a,train/mask/4e0509d96324759c81ea35b84b6a628a.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,654e355b427f7549978acc34adc2eb82,train/mask/654e355b427f7549978acc34adc2eb82.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,09a7bfc1d5cf869911b452a5ba1c6124,train/mask/09a7bfc1d5cf869911b452a5ba1c6124.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,cc873a5ba4866b36dd604914dfea1468,train/mask/cc873a5ba4866b36dd604914dfea1468.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,db1f1198a3da6c4f59ff13a515fd9a8a,train/mask/db1f1198a3da6c4f59ff13a515fd9a8a.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,f5fe0d141c4b3fe71ff2f8ed75c7659b,train/mask/f5fe0d141c4b3fe71ff2f8ed75c7659b.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,c63aaffb5e4c1164834649357f53b9a0,train/mask/c63aaffb5e4c1164834649357f53b9a0.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,933c47887ab268b850c51f2ac228bb7f,train/mask/933c47887ab268b850c51f2ac228bb7f.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,7b7015f21d2ecc034f4e04531192074c,train/mask/7b7015f21d2ecc034f4e04531192074c.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,37ea74e934fd4384eda676968b914a56,train/mask/37ea74e934fd4384eda676968b914a56.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,41307385ee6c1a5d2825773844352664,train/mask/41307385ee6c1a5d2825773844352664.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,f1efb49d948e0c115a40306a985ae1a3,train/mask/f1efb49d948e0c115a40306a985ae1a3.png,20.12,43.03,23.71,33.01,80.66,20.98,153.76,85.89,70.69,30.4,54.74,46.06,68.11,13.37
6pdpwmyFhQBOKSH4n1ykZQ6BL2tWTf6ddaF_golkq_I,963447ef370ada5c9d73f970e6422187,train/mask/963447ef370ada5c9d73f970e6422187.png,25.07,51.16,31.8,37.67,104.26,28.96,173.77,105.87,78.14,37.74,68.42,51.4,90.23,16.98
6pdpwmyFhQBOKSH4n1ykZQ6BL2tWTf6ddaF_golkq_I,42d0c0d2522f22ece6f41107b4fbe81b,train/mask/42d0c0d2522f22ece6f41107b4fbe81b.png,25.07,51.16,31.8,37.67,104.26,28.96,173.77,105.87,78.14,37.74,68.42,51.4,90.23,16.98
6t7OLR19CUjzeFvjIlJCko4zsiMW1np0ruv4NBUiLt8,2be8d5fbb59caccd1eb8b06b49ee031b,train/mask/2be8d5fbb59caccd1eb8b06b49ee031b.png,24.55,49.39,30.75,40.22,95.7,27.64,169.21,98.62,76.41,35.85,65.08,52.41,87.16,16.95
6t7OLR19CUjzeFvjIlJCko4zsiMW1np0ruv4NBUiLt8,599b38b3c40f9d9a81cebe6c55cd3275,train/mask/599b38b3c40f9d9a81cebe6c55cd3275.png,24.55,49.39,30.75,40.22,95.7,27.64,169.21,98.62,76.41,35.85,65.08,52.41,87.16,16.95
6t7OLR19CUjzeFvjIlJCko4zsiMW1np0ruv4NBUiLt8,4f4ab995e215ae3650018ff7c52f9eec,train/mask/4f4ab995e215ae3650018ff7c52f9eec.png,24.55,49.39,30.75,40.22,95.7,27.64,169.21,98.62,76.41,35.85,65.08,52.41,87.16,16.95
6t7OLR19CUjzeFvjIlJCko4zsiMW1np0ruv4NBUiLt8,733321cedd4da38417afb2824ddfa931,train/mask/733321cedd4da38417afb2824ddfa931.png,24.55,49.39,30.75,40.22,95.7,27.64,169.21,98.62,76.41,35.85,65.08,52.41,87.16,16.95
6yjZK1Yx1DY8NMe6bQJ7276bu6ytYC6Q0EqlOyDDitg,f2b357f4645873d358c3220902b22815,train/mask/f2b357f4645873d358c3220902b22815.png,25.57,50.13,27.84,37.98,98.0,24.99,171.71,96.42,75.97,36.3,66.42,52.5,79.98,16.19
6yjZK1Yx1DY8NMe6bQJ7276bu6ytYC6Q0EqlOyDDitg,d7361c471f42f5e0882a0915ff8df805,train/mask/d7361c471f42f5e0882a0915ff8df805.png,25.57,50.13,27.84,37.98,98.0,24.99,171.71,96.42,75.97,36.3,66.42,52.5,79.98,16.19
6ylM1nS393YYnXxtK-gVtCQzv7yQ-Y7uizj9oD3a9aU,158678d7389c4ae3fc51b8884c99a439,train/mask/158678d7389c4ae3fc51b8884c99a439.png,23.07,45.92,28.52,33.62,93.42,24.21,170.5,94.09,74.85,34.39,64.84,47.87,81.77,15.3
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,7c5e608e7eb0ecad098d481e66e804f3,train/mask/7c5e608e7eb0ecad098d481e66e804f3.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,13d46eb3cb32ef91c6c1715b0f6fd307,train/mask/13d46eb3cb32ef91c6c1715b0f6fd307.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,e21db670ed7cefb0f617d0ed3b249f46,train/mask/e21db670ed7cefb0f617d0ed3b249f46.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,2812f819a52bdcc89bd1074ce5c904aa,train/mask/2812f819a52bdcc89bd1074ce5c904aa.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,3e13782b564cfc536fe128ac22712b6c,train/mask/3e13782b564cfc536fe128ac22712b6c.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,1c14c80f35c55c477a3a1b29297f291c,train/mask/1c14c80f35c55c477a3a1b29297f291c.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,bea162df38c02d892048c3eb97ef50cc,train/mask/bea162df38c02d892048c3eb97ef50cc.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,3b9d083e185821252d4d96c14488a3a4,train/mask/3b9d083e185821252d4d96c14488a3a4.png,26.26,43.32,34.01,41.62,107.71,27.15,160.79,112.39,70.57,34.7,61.53,62.25,100.02,17.13
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,252cf65be6879a95291deb494e317834,train/mask/252cf65be6879a95291deb494e317834.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,bcf8864dc6ec0c88507c389c4ad26f21,train/mask/bcf8864dc6ec0c88507c389c4ad26f21.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,7389d5a44200c1999936d63f0bfec0b7,train/mask/7389d5a44200c1999936d63f0bfec0b7.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,28e1ce7a6eb3ae7685e72d39f0cd408e,train/mask/28e1ce7a6eb3ae7685e72d39f0cd408e.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,72bbbc825f10daafba92dae21d552ff8,train/mask/72bbbc825f10daafba92dae21d552ff8.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,c8f4fadcd5e06f6edfdbc367102d9ae4,train/mask/c8f4fadcd5e06f6edfdbc367102d9ae4.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,40d7eee4c4de1c6b6eb8e02711782a7f,train/mask/40d7eee4c4de1c6b6eb8e02711782a7f.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,640553811a727b199555873f2474bd54,train/mask/640553811a727b199555873f2474bd54.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,4adc6dcce45643a3820c8a009be2da0a,train/mask/4adc6dcce45643a3820c8a009be2da0a.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,9464b5eaec835814de381975ac0753bd,train/mask/9464b5eaec835814de381975ac0753bd.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,a1e5d9555f1431588973a06c28784357,train/mask/a1e5d9555f1431588973a06c28784357.png,24.95,48.51,33.2,41.03,110.16,28.13,173.47,119.8,80.49,35.39,63.58,61.62,103.15,16.85
75Z2zBnXoiRnHPGOtP6cFY6FYYeY7k8Tyh_mg6UOMCA,77f4a04f8968bf44feddf225e708de47,train/mask/77f4a04f8968bf44feddf225e708de47.png,24.5,54.28,26.96,38.7,91.91,25.78,178.38,100.19,84.35,35.03,66.17,55.34,81.8,17.38
75Z2zBnXoiRnHPGOtP6cFY6FYYeY7k8Tyh_mg6UOMCA,fae12da4196a77729b95deec442abb7f,train/mask/fae12da4196a77729b95deec442abb7f.png,24.5,54.28,26.96,38.7,91.91,25.78,178.38,100.19,84.35,35.03,66.17,55.34,81.8,17.38
76mo2dUguqyOIGL4bac3EyH7z3vFLMknog1q_Q5RMio,c1765e1dbf530d66bf126cf486b6c751,train/mask/c1765e1dbf530d66bf126cf486b6c751.png,25.39,55.27,33.24,37.36,113.82,28.13,190.29,111.86,87.91,38.4,74.56,56.01,107.43,17.51
