subject_id,photo_id,image_path,body_width_px,body_height_px,silhouette_area_px,width_height_ratio,area_height_ratio,shoulder_width_px,chest_width_px,waist_width_px,hip_width_px,thigh_width_px,shoulder_body_ratio,chest_body_ratio,waist_body_ratio,hip_body_ratio,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,f072ebfc48919ef07c786717e8ef7dd2,train/mask/f072ebfc48919ef07c786717e8ef7dd2.png,325,855,121307,0.3801169590643274,141.87953216374268,227,301,325,322,165,0.6984615384615385,0.926153846153846,1.0,0.9907692307692308,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,ec74a50e1819bef59b62476dd4226925,train/mask/ec74a50e1819bef59b62476dd4226925.png,327,861,122231,0.3797909407665505,141.96399535423924,226,302,327,323,165,0.691131498470948,0.9235474006116208,1.0,0.9877675840978594,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,5d1f955b63f176fc68debead94c7a130,train/mask/5d1f955b63f176fc68debead94c7a130.png,362,783,101733,0.4623243933588761,129.9272030651341,211,312,362,361,156,0.5828729281767956,0.861878453038674,1.0,0.9972375690607734,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,30d6ea855d2ab7c7b2184cb158316b99,train/mask/30d6ea855d2ab7c7b2184cb158316b99.png,357,757,95846,0.4715984147952444,126.61294583883752,207,307,357,355,154,0.5798319327731093,0.8599439775910365,1.0,0.9943977591036416,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,b97a1703a7219232212106fc43fa3825,train/mask/b97a1703a7219232212106fc43fa3825.png,296,773,100587,0.3829236739974127,130.1254851228978,209,278,296,289,162,0.706081081081081,0.9391891891891893,1.0,0.9763513513513512,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,51848d7dcb33156a3fa35187b42b2904,train/mask/51848d7dcb33156a3fa35187b42b2904.png,290,765,96943,0.3790849673202614,126.72287581699348,204,273,290,284,159,0.7034482758620689,0.9413793103448276,1.0,0.9793103448275862,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,a3a93b671f498d378cef9b77daefb7c9,train/mask/a3a93b671f498d378cef9b77daefb7c9.png,317,787,100367,0.4027954256670902,127.53113087674714,201,276,312,317,153,0.6340694006309149,0.8706624605678234,0.9842271293375394,1.0,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,5e2a308232e806d757d7e5baeedc7915,train/mask/5e2a308232e806d757d7e5baeedc7915.png,309,768,97039,0.40234375,126.35286458333331,199,273,309,307,155,0.6440129449838188,0.883495145631068,1.0,0.9935275080906149,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,00e41e2dfd7b6110d0533280665fc9a2,train/mask/00e41e2dfd7b6110d0533280665fc9a2.png,321,778,102056,0.4125964010282776,131.17737789203085,206,283,321,319,158,0.6417445482866043,0.881619937694704,1.0,0.9937694704049844,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,954712b2eb9b7e4d41bb849009843276,train/mask/954712b2eb9b7e4d41bb849009843276.png,361,754,94496,0.4787798408488063,125.3262599469496,202,299,353,361,164,0.5595567867036011,0.8282548476454293,0.9778393351800554,1.0,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,55893e6b63c527d73d4b27940a485eb4,train/mask/55893e6b63c527d73d4b27940a485eb4.png,379,781,103277,0.4852752880921895,132.2368758002561,215,318,373,379,171,0.5672823218997362,0.8390501319261213,0.9841688654353562,1.0,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,4695ecc7e3ee921f5db4ed3c0c25526f,train/mask/4695ecc7e3ee921f5db4ed3c0c25526f.png,363,755,94290,0.4807947019867549,124.88741721854304,203,305,359,363,163,0.559228650137741,0.8402203856749312,0.9889807162534436,1.0,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,d00b7799725d8dc5fcb69084476a855d,train/mask/d00b7799725d8dc5fcb69084476a855d.png,367,762,97024,0.4816272965879265,127.32808398950132,207,308,364,367,166,0.5640326975476839,0.8392370572207084,0.9918256130790192,1.0,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-c_G-UGrzClrDaGeYF9dAts4LHTS7ucdaBFDpn_sOE0,7283add526661fbd3198a4f6ae3bb86a,train/mask/7283add526661fbd3198a4f6ae3bb86a.png,466,799,112788,0.5832290362953693,141.16145181476847,221,374,466,309,160,0.4742489270386266,0.8025751072961373,1.0,0.6630901287553648,25.29034996032715,49.6096076965332,29.87209892272949,39.482872009277344,99.97396087646484,26.237478256225582,172.86705017089844,108.0689697265625,78.5002670288086,34.663333892822266,63.54736709594727,58.38501739501953,90.38313293457033,16.210710525512695
-c_G-UGrzClrDaGeYF9dAts4LHTS7ucdaBFDpn_sOE0,c86badd86983b50f3bdf6ae7358b1542,train/mask/c86badd86983b50f3bdf6ae7358b1542.png,471,810,114197,0.5814814814814815,140.98395061728394,218,369,471,312,160,0.4628450106157112,0.7834394904458599,1.0,0.6624203821656051,25.29034996032715,49.6096076965332,29.87209892272949,39.482872009277344,99.97396087646484,26.237478256225582,172.86705017089844,108.0689697265625,78.5002670288086,34.663333892822266,63.54736709594727,58.38501739501953,90.38313293457033,16.210710525512695
-f435rmMBWdNpQenjlVoMqciq2qSKrVkdrcdeBhFadA,a477b468b6c57e5f308cf3f223f4b790,train/mask/a477b468b6c57e5f308cf3f223f4b790.png,429,807,112820,0.5315985130111525,139.80173482032217,226,346,429,424,164,0.5268065268065268,0.8065268065268065,1.0,0.9883449883449884,22.53120422363281,49.2200927734375,26.90044212341309,35.371822357177734,94.22655487060548,22.571287155151367,166.5394287109375,102.5193099975586,77.68121337890625,33.05937957763672,59.38827133178711,53.33388137817383,82.11270904541016,14.188421249389648
-f435rmMBWdNpQenjlVoMqciq2qSKrVkdrcdeBhFadA,78e93894e0a1ab3fb4a0bba5d6f7fa2a,train/mask/78e93894e0a1ab3fb4a0bba5d6f7fa2a.png,436,811,115304,0.5376078914919852,142.1750924784217,228,350,436,432,165,0.5229357798165137,0.8027522935779816,1.0,0.9908256880733946,22.53120422363281,49.2200927734375,26.90044212341309,35.371822357177734,94.22655487060548,22.571287155151367,166.5394287109375,102.5193099975586,77.68121337890625,33.05937957763672,59.38827133178711,53.33388137817383,82.11270904541016,14.188421249389648
-fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,7ab1e46a10302f1f0b989a41a856164b,train/mask/7ab1e46a10302f1f0b989a41a856164b.png,553,871,132750,0.634902411021814,152.4110218140069,258,433,549,357,209,0.4665461121157324,0.783001808318264,0.992766726943942,0.6455696202531646,22.063173294067383,51.9434814453125,29.01181602478028,34.99395751953125,97.8163604736328,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917967,15.613966941833496
-fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,e43ae21d377ae58e7e751a7b58774aa8,train/mask/e43ae21d377ae58e7e751a7b58774aa8.png,524,821,117852,0.6382460414129111,143.5468940316687,246,409,521,524,197,0.4694656488549618,0.7805343511450382,0.9942748091603052,1.0,22.063173294067383,51.9434814453125,29.01181602478028,34.99395751953125,97.8163604736328,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917967,15.613966941833496
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,6f46e46375054c9b5c0451f93095579a,train/mask/6f46e46375054c9b5c0451f93095579a.png,386,791,110669,0.4879898862199747,139.9102402022756,209,301,386,381,177,0.5414507772020726,0.7797927461139896,1.0,0.9870466321243524,20.931018829345703,46.20817565917969,29.47761344909668,33.437435150146484,92.39200592041016,24.056921005249023,158.7543487548828,93.67941284179688,74.02307891845703,32.34389877319336,56.48509216308594,54.13359451293945,79.95699310302734,14.579545021057127
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,e49cbfe7022e8d2e4b9061403bdb80c1,train/mask/e49cbfe7022e8d2e4b9061403bdb80c1.png,389,812,116773,0.479064039408867,143.8091133004926,214,304,389,387,181,0.5501285347043702,0.781491002570694,1.0,0.9948586118251928,20.931018829345703,46.20817565917969,29.47761344909668,33.437435150146484,92.39200592041016,24.056921005249023,158.7543487548828,93.67941284179688,74.02307891845703,32.34389877319336,56.48509216308594,54.13359451293945,79.95699310302734,14.579545021057127
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,a4b604f813e9e004153741ff2fdc49a3,train/mask/a4b604f813e9e004153741ff2fdc49a3.png,441,836,123637,0.527511961722488,147.89114832535884,228,339,433,441,186,0.5170068027210885,0.7687074829931972,0.981859410430839,1.0,20.931018829345703,46.20817565917969,29.47761344909668,33.437435150146484,92.39200592041016,24.056921005249023,158.7543487548828,93.67941284179688,74.02307891845703,32.34389877319336,56.48509216308594,54.13359451293945,79.95699310302734,14.579545021057127
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,a22fc940a48910de63187c5b8b967356,train/mask/a22fc940a48910de63187c5b8b967356.png,446,841,125133,0.5303210463733651,148.7907253269917,230,340,438,446,188,0.515695067264574,0.7623318385650224,0.9820627802690582,1.0,20.931018829345703,46.20817565917969,29.47761344909668,33.437435150146484,92.39200592041016,24.056921005249023,158.7543487548828,93.67941284179688,74.02307891845703,32.34389877319336,56.48509216308594,54.13359451293945,79.95699310302734,14.579545021057127
-nb6YMhnr5iOO8SbyCamexRSVRxegqztWFmTJZM2X94,41a78b103d38776077e906f89c321175,train/mask/41a78b103d38776077e906f89c321175.png,585,852,128829,0.6866197183098591,151.20774647887325,216,381,545,585,233,0.3692307692307692,0.6512820512820513,0.9316239316239316,1.0,22.67784309387207,47.12709045410156,27.806718826293945,34.69304656982422,89.25285339355469,23.21061134338379,163.29432678222656,96.18466186523438,76.039306640625,31.362478256225582,58.375,50.12926864624024,78.24508666992188,15.207329750061035
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,5fed001021024982577fd2230715ba8f,train/mask/5fed001021024982577fd2230715ba8f.png,383,836,119653,0.458133971291866,143.1255980861244,227,311,380,383,131,0.5926892950391645,0.8120104438642297,0.9921671018276762,1.0,23.362548828125,50.205039978027344,28.219707489013672,38.21259307861328,102.1435546875,25.0490665435791,176.4343719482422,106.52654266357422,81.48880767822266,34.80927276611328,64.53680419921875,52.61399459838867,93.0442352294922,15.801148414611816
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,185faae32f2b7bf98c913821cbbcdd2f,train/mask/185faae32f2b7bf98c913821cbbcdd2f.png,507,895,141610,0.5664804469273743,158.22346368715085,262,393,506,333,145,0.5167652859960552,0.7751479289940828,0.9980276134122288,0.6568047337278107,23.362548828125,50.205039978027344,28.219707489013672,38.21259307861328,102.1435546875,25.0490665435791,176.4343719482422,106.52654266357422,81.48880767822266,34.80927276611328,64.53680419921875,52.61399459838867,93.0442352294922,15.801148414611816
-wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,aa8ffe91715a85348e7806633330d341,train/mask/aa8ffe91715a85348e7806633330d341.png,360,776,103338,0.4639175257731959,133.16752577319588,207,284,347,360,192,0.575,0.7888888888888889,0.9638888888888888,1.0,23.3249568939209,51.56865692138672,30.8909854888916,35.068729400634766,99.2065658569336,26.8172550201416,173.0939178466797,99.77027130126952,78.52146911621094,36.5698127746582,67.3136215209961,51.37426376342773,93.46900177001952,16.450830459594727
-wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,35613df5b04636f5caa0487ef7fa8e24,train/mask/35613df5b04636f5caa0487ef7fa8e24.png,357,773,103287,0.4618369987063389,133.6183699870634,206,280,342,357,191,0.5770308123249299,0.7843137254901961,0.957983193277311,1.0,23.3249568939209,51.56865692138672,30.8909854888916,35.068729400634766,99.2065658569336,26.8172550201416,173.0939178466797,99.77027130126952,78.52146911621094,36.5698127746582,67.3136215209961,51.37426376342773,93.46900177001952,16.450830459594727
0-XhQ-_PmaT9DVwpTEiOdhAFo0CD2e5T-32D899sQpw,6541800b63e3f708f961befaa94d2603,train/mask/6541800b63e3f708f961befaa94d2603.png,315,811,114420,0.3884093711467324,141.08508014796547,212,270,309,315,191,0.6730158730158731,0.8571428571428571,0.9809523809523808,1.0,24.34889411926269,51.80320358276367,30.544797897338867,38.399452209472656,105.03558349609376,27.075109481811523,184.33721923828125,105.42310333251952,81.873046875,38.14337921142578,70.82354736328125,50.47244644165039,98.824951171875,16.8619441986084
04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,e8d27740282dd6739b2ee02a2fe3e7a5,train/mask/e8d27740282dd6739b2ee02a2fe3e7a5.png,451,816,130068,0.5526960784313726,159.39705882352942,255,356,431,451,165,0.565410199556541,0.7893569844789357,0.9556541019955654,1.0,25.04073143005371,49.42327117919922,33.88666915893555,39.3195686340332,110.18009185791016,28.808082580566406,174.45474243164062,110.6600341796875,78.51648712158203,38.54051971435547,67.50831604003906,57.37968444824219,99.9557113647461,17.179203033447266
04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,96e2a5bceb2acb7fd7e5b9234505ff4f,train/mask/96e2a5bceb2acb7fd7e5b9234505ff4f.png,449,861,136965,0.521486643437863,159.0766550522648,259,360,444,449,188,0.576837416481069,0.8017817371937639,0.9888641425389756,1.0,25.04073143005371,49.42327117919922,33.88666915893555,39.3195686340332,110.18009185791016,28.808082580566406,174.45474243164062,110.6600341796875,78.51648712158203,38.54051971435547,67.50831604003906,57.37968444824219,99.9557113647461,17.179203033447266
07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,a7ddb7ffd1109dcc3034e64f1d55cb51,train/mask/a7ddb7ffd1109dcc3034e64f1d55cb51.png,429,834,122476,0.5143884892086331,146.8537170263789,232,328,395,429,175,0.5407925407925408,0.7645687645687645,0.9207459207459208,1.0,25.252864837646484,49.73481750488281,29.829132080078125,35.584651947021484,102.67830657958984,27.3344669342041,171.52537536621094,98.98465728759766,77.57263946533203,36.68434524536133,65.53184509277344,50.31557846069336,92.9094696044922,17.122636795043945
07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,34412e29a2290b5aaeac3d93a7f98fa2,train/mask/34412e29a2290b5aaeac3d93a7f98fa2.png,393,770,104470,0.5103896103896104,135.67532467532467,213,300,361,393,160,0.5419847328244275,0.7633587786259542,0.9185750636132316,1.0,25.252864837646484,49.73481750488281,29.829132080078125,35.584651947021484,102.67830657958984,27.3344669342041,171.52537536621094,98.98465728759766,77.57263946533203,36.68434524536133,65.53184509277344,50.31557846069336,92.9094696044922,17.122636795043945
0D-8Ft39MufsfV1e8PSPutSzSJ4BYLTcQYupqyYs52c,043e0f84792df2dc8b55d2fafabec4d6,train/mask/043e0f84792df2dc8b55d2fafabec4d6.png,614,872,140237,0.7041284403669725,160.82224770642202,247,450,609,422,238,0.4022801302931596,0.7328990228013029,0.99185667752443,0.6872964169381107,20.953752517700195,44.99239730834961,27.430883407592773,33.89942932128906,87.34469604492188,23.061843872070312,157.07015991210938,94.67545318603516,69.17514038085938,31.33038902282715,59.02237701416016,53.10393142700195,82.19783020019531,14.711585998535156
0E3196x5V49sGp00GuePdIl0QqWVXyzssZ92z7KBt1M,19c80bf3209de30adb4cadcd7d0ca6bb,train/mask/19c80bf3209de30adb4cadcd7d0ca6bb.png,509,829,121948,0.6139927623642943,147.10253317249698,225,349,484,509,171,0.4420432220039292,0.6856581532416502,0.950884086444008,1.0,25.627178192138672,53.030372619628906,32.96906661987305,38.18536758422852,105.3108367919922,29.607797622680664,181.9978179931641,104.66577911376952,79.87020111083984,40.66492462158203,72.4503402709961,54.29849243164063,84.67745208740234,19.195890426635746
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,ee80597c4a5144f727acd15d9976ec3e,train/mask/ee80597c4a5144f727acd15d9976ec3e.png,435,865,124166,0.5028901734104047,143.54450867052023,230,336,431,435,189,0.5287356321839081,0.7724137931034483,0.9908045977011494,1.0,27.225780487060547,54.95070266723633,32.503780364990234,41.16471099853516,110.59176635742188,30.38478660583496,191.72146606445312,111.42025756835938,89.01629638671875,39.30583572387695,71.49018096923828,56.92919158935547,101.06328582763672,19.44122695922852
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,acfdcd9031662bbed401388cf2130572,train/mask/acfdcd9031662bbed401388cf2130572.png,409,847,123936,0.4828807556080283,146.32349468713105,227,317,392,409,188,0.5550122249388753,0.7750611246943765,0.9584352078239609,1.0,27.225780487060547,54.95070266723633,32.503780364990234,41.16471099853516,110.59176635742188,30.38478660583496,191.72146606445312,111.42025756835938,89.01629638671875,39.30583572387695,71.49018096923828,56.92919158935547,101.06328582763672,19.44122695922852
0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,a3996625f8e5ce0345635fc24987b459,train/mask/a3996625f8e5ce0345635fc24987b459.png,423,791,118895,0.5347661188369153,150.30973451327435,232,335,402,423,122,0.5484633569739953,0.7919621749408984,0.950354609929078,1.0,27.120737075805664,50.98413848876953,31.837631225585938,43.12046432495117,109.12569427490234,27.07539367675781,177.80682373046875,107.9964370727539,79.79304504394531,38.04731369018555,69.67972564697266,54.86402893066406,105.555908203125,17.8687744140625
0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,4a84ba084cb4617baabc4c7a7c0e5899,train/mask/4a84ba084cb4617baabc4c7a7c0e5899.png,361,801,127685,0.4506866416978776,159.40699126092383,234,309,357,361,149,0.6481994459833795,0.8559556786703602,0.9889196675900276,1.0,27.120737075805664,50.98413848876953,31.837631225585938,43.12046432495117,109.12569427490234,27.07539367675781,177.80682373046875,107.9964370727539,79.79304504394531,38.04731369018555,69.67972564697266,54.86402893066406,105.555908203125,17.8687744140625
